step,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,error_mag
31,0.15315664006605761,-0.10554502762530571,0.5437884553022194,0.12362445240939121,-0.12172948426697996,0.5511937678578644,-0.029532187656666403,-0.016184456641674255,0.007405312555645027,0.03448079753459289
32,0.15436519309858457,-0.10374853379858674,0.5340256683283,0.12011414766004921,-0.11836927627190678,0.5390302334804495,-0.034251045438535355,-0.014620742473320042,0.005004565152149532,0.03757586853907528
33,0.15557374613111155,-0.10195203997186776,0.5242628813543806,0.12346500652134612,-0.12015085345738974,0.5361539412185481,-0.03210873960976543,-0.018198813485521978,0.011891059864167497,0.03877583366353006
34,0.15968113712895507,-0.0942681339593336,0.5193550378787413,0.127721010333332,-0.11379808116619702,0.5320486098796725,-0.03196012679562307,-0.01952994720686342,0.012693572000931241,0.03954738060653325
35,0.1637885281267986,-0.08658422794679943,0.5144471944031019,0.13102697152825318,-0.10383093665163393,0.5255768199750261,-0.032761556598545405,-0.017246708704834496,0.011129625571924207,0.038660536950233075
36,0.1678959191246421,-0.07890032193426527,0.5095393509274626,0.13822062998559675,-0.08894708336750268,0.5200602591285578,-0.029675289139045352,-0.010046761433237406,0.010520908201095192,0.033049201354317194
37,0.1753069514459094,-0.07225494394122706,0.5104961953572289,0.1423589610016972,-0.07510680238051241,0.5128928669040796,-0.032947990444212205,-0.002851858439285357,0.0023966715468507482,0.03315791316372467
38,0.18271798376717668,-0.06560956594818884,0.5114530397869953,0.1533516758173504,-0.06932132423135501,0.5136484096376788,-0.02936630794982628,-0.0037117582831661666,0.0021953698506834707,0.029681254032435572
39,0.190129016088444,-0.058964187955150626,0.5124098842167616,0.1726325800257859,-0.06177282887321348,0.5196534202672346,-0.017496436062658077,-0.002808640918062856,0.0072435360504730095,0.019143734045786398
40,0.1963534308555211,-0.051255874121219895,0.511053949614716,0.19543451936130482,-0.02779810542720198,0.5215807580471563,-0.0009189114942162735,0.023457768694017916,0.01052680843244036,0.025727903261042226
41,0.20257784562259817,-0.04354756028728917,0.5096980150126703,0.2894414794693286,-0.021487704478361305,0.5346955934291087,0.0868636338467304,0.022059855808927865,0.02499757841643835,0.09304196391981158
42,0.20880226038967528,-0.03583924645335844,0.5083420804106247,0.2965254154098437,-0.012569571366141247,0.5289851745593559,0.08772315502016839,0.023269675087217192,0.020643094148731223,0.09307506132896466
43,0.21266368284672116,-0.03248007013913372,0.5169330844903685,0.2798768354175791,0.0004224066235185807,0.5614369654748717,0.06721315257085791,0.0329024767626523,0.0445038809845032,0.0870676534558795
44,0.21652510530376703,-0.029120893824909004,0.5255240885701121,0.2541818669347192,0.008580318579245304,0.5414500070240913,0.03765676163095219,0.037701212404154305,0.01592591845397917,0.05561517771145127
45,0.2203865277608129,-0.025761717510684286,0.5341150926498559,0.23045230370360223,0.0019120451433587591,0.5283751586442281,0.010065775942789318,0.027673762654043046,-0.005739934005627778,0.030001730402623546
46,0.2267520278391258,-0.01852233013210415,0.5314558297565237,0.2323950946610965,0.0028720123961334205,0.5256938876723205,0.005643066821970716,0.021394342528237572,-0.00576194208420322,0.022863990726784633
47,0.23311752791743867,-0.011282942753524018,0.5287965668631917,0.23818754113536772,0.007005751073979209,0.5228025434299314,0.005070013217929048,0.018288693827503227,-0.005994023433260276,0.019902504185770272
48,0.23948302799575155,-0.004043555374943882,0.5261373039698595,0.2438924623937,0.011331336521900888,0.5202393582394428,0.004409434397948442,0.01537489189684477,-0.005897945730416687,0.01704746832783139
49,0.24089059904774382,-0.003502373798098422,0.5360229433641767,0.24384314848697197,0.009940480763609504,0.5322498233042634,0.0029525494392281526,0.013442854561707926,-0.0037731200599132597,0.014271100936677517
50,0.2422981700997361,-0.0029611922212529618,0.545908582758494,0.24419217385613814,0.008313455468030646,0.5435901534290047,0.0018940037564020573,0.011274647689283608,-0.0023184293294892244,0.011665335198894594
51,0.24370574115172836,-0.002420010644407501,0.5557942221528112,0.2448708808431952,0.006717514107583803,0.5544241837917625,0.0011651396914668377,0.009137524751991304,-0.0013700383610486533,0.009312835991502807
52,0.24475478429310696,-0.002016675537006251,0.5631618517940093,0.2455233763447658,0.005422610291759921,0.5622864055159406,0.0007685920516588285,0.007439285828766172,-0.0008754462780687922,0.00752994778001407
53,0.24580382743448556,-0.0016133404296050009,0.5705294814352074,0.24628766859932985,0.004248034044687685,0.5699950924507298,0.00048384116484428974,0.005861374474292686,-0.0005343889844776628,0.005905538467186443
54,0.2468528705758642,-0.0012100053222037506,0.5778971110764055,0.24713698760794525,0.00320414084584737,0.5775923146586343,0.00028411703208106043,0.004414146168051121,-0.0003047964177712581,0.004433769247167148
55,0.2479019137172428,-0.0008066702148025004,0.5852647407176037,0.2480512847727026,0.0022943332629179356,0.5851086624728525,0.00014937105545981266,0.003101003477720436,-0.00015607824475116772,0.003108519695856538
56,0.2489509568586214,-0.0004033351074012501,0.5926323703588019,0.2490155241391382,0.001516181552484463,0.5925663939855129,6.456728051679184e-05,0.0019195166598857131,-6.597637328897843e-05,0.0019217351594651396
57,0.25,0.0,0.6,0.2500179148980674,0.0008630453380970365,0.5999819890575523,1.7914898067405982e-05,0.0008630453380970365,-1.8010942447688194e-05,0.0008634191295261227
